playTime
9
6
3
9
7
8
3
21
9
11
8
4
10
10
23
7
7
7
8
2
10
19
10
17
5
21
4
16
3
4
8
8
15
4
12
9
15
15
7
22
12
18
4
30
7
4
2
4
19
11
26
12
15
16
4
15
5
5
4
21
7
13
15
15
17
21
11
2
15
4
7
22
29
7
9
7
15
6
3
38
5
19
9
13
16
14
6
38
19
2
8
11
8
14
7
3
5
16
4
8
3
19
31
11
5
11
30
3
3
8
3
37
3
2
15
13
3
26
3
5
8
14
3
7
6
4
9
12
9
3
7
9
10
15
13
15
7
9
19
4
11
9
26
11
5
5
2
8
17
42
5
2
11
6
4
10
12
16
6
9
9
30
10
12
20
6
13
16
7
13
4
12
9
23
6
11
11
25
19
10
4
16
10
6
15
10
3
5
5
3
9
7
24
8
5
11
13
8
4
5
12
5
6
3
9
15
14
10
7
5
6
9
16
12
16
5
20
43
9
10
4
7
15
18
12
21
12
46
3
8
5
12
16
30
28
27
5
22
4
15
17
6
9
3
18
6
6
13
12
4
7
6
6
20
28
16
6
6
31
12
7
8
21
6
9
23
11
4
21
18
9
5
16
6
5
8
16
7
29
5
22
14
5
22
10
11
8
16
27
12
6
5
9
37
30
14
32
15
4
16
15
15
5
3
12
3
7
4
2
10
2
6
3
26
3
3
7
5
34
4
26
11
12
3
6
12
8
3
5
7
13
4
18
6
14
6
33
15
9
6
16
3
9
5
4
2
20
15
6
3
12
8
12
3
3
17
5
4
27
5
9
15
4
27
3
5
5
21
9
3
12
3
3
5
9
4
9
26
14
4
23
14
4
13
2
16
4
22
25
10
52
13
16
24
17
4
24
4
6
6
15
2
14
28
10
11
14
14
15
8
3
4
7
9
2
18
18
3
11
15
9
32
4
6
2
7
9
19
13
13
17
20
27
14
17
6
28
4
7
11
4
9
10
6
8
2
4
9
12
25
19
33
4
6
9
9
5
19
23
32
34
4
22
10
14
5
6
8
23
12
14
3
14
10
16
15
22
13
4
11
13
6
3
3
3
29
4
6
5
13
11
7
11
15
11
4
10
12
8
18
5
17
7
8
14
21
18
15
5
3
10
13
6
4
17
12
9
2
5
2
28
13
10
12
10
5
28
9
3
16
3
10
12
9
19
15
5
7
24
18
21
2
11
20
14
9
5
5
7
11
3
4
6
6
12
8
14
5
26
10
12
6
7
19
9
3
5
6
16
4
44
4
5
3
18
16
28
13
9
4
5
5
9
8
9
4
16
5
16
11
7
31
18
18
3
4
4
9
7
6
13
3
17
14
27
12
4
13
16
12
11
9
4
24
15
5
13
8
3
14
6
22
11
11
15
11
31
23
21
11
15
4
14
5
7
7
2
14
9
8
5
9
11
22
6
30
16
2
10
4
13
12
4
4
6
8
4
8
9
25
15
5
4
21
3
4
6
3
5
7
16
10
15
4
4
6
11
4
9
28
6
16
3
20
27
21
7
15
3
14
12
6
3
2
6
10
5
5
5
11
14
7
5
6
10
12
5
14
39
13
8
1
8
6
37
25
16
25
30
4
2
10
5
9
33
12
43
23
17
15
24
21
19
14
19
4
2
16
5
15
6
4
36
3
23
19
13
18
11
11
5
3
9
7
3
3
9
33
3
5
2
5
4
19
3
11
30
9
11
3
7
24
12
9
5
17
9
2
4
9
18
4
11
13
4
3
11
12
4
10
15
6
3
4
2
3
14
22
10
10
2
5
22
7
9
37
7
14
15
25
8
11
9
3
31
44
18
5
10
21
5
13
4
22
4
12
18
8
9
2
36
11
7
6
2
8
10
2
6
21
32
17
10
8
4
9
6
15
9
8
12
4
5
6
21
9
10
10
12
6
5
14
13
6
2
3
4
3
6
4
8
7
4
8
14
7
5
7
3
4
8
6
6
20
10
8
10
8
9
4
3
11
12
33
7
9
24
17
6
21
8
11
29
20
5
4
7
12
27
12
22
6
11
7
3
6
7
10
3
5
3
5
8
7
2
9
9
6
18
12
8
9
16
3
3
6
21
3
11
5
22
3
14
8
21
7
13
9
6
5
4
29
5
3
7
8
3
11
14
4
26
6
7
15
9
36
6
5
7
12
13
19
17
9
7
12
20
14
9
27
8
6
4
9
7
29
9
4
4
8
7
5
5
26
3
7
11
36
5
4
